#TYPE Selected.Microsoft.ActiveDirectory.Management.ADPrincipal
"distinguishedName","name","objectClass","objectGUID","SamAccountName","SID","PropertyNames","PropertyCount"
"CN=RG-Excelsior_Inspection_Lead,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Inspection_Lead","group","0e3beff3-fcf5-4033-98ef-b03762f02526","RG-Excelsior_Inspection_Lead","S-1-5-21-414468895-1955670742-9522986-126072","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Engineer","group","75c0b04e-26d1-4701-98f9-3635c48634d4","RG-Excelsior_Engineer","S-1-5-21-414468895-1955670742-9522986-126066","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_AQL_Inspector,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_AQL_Inspector","group","8db4c7fc-d3c8-4bef-90f5-25e96aef2d7e","RG-Excelsior_AQL_Inspector","S-1-5-21-414468895-1955670742-9522986-126059","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Employee,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Employee","group","0b68ee60-3893-42c2-a439-1cb4206e941c","RG-Excelsior_Distribution_Employee","S-1-5-21-414468895-1955670742-9522986-126064","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Mgmt","group","dfd948eb-c567-4c2b-99c8-213d6f28541b","RG-Excelsior_Distribution_Mgmt","S-1-5-21-414468895-1955670742-9522986-126065","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accounting_Exec","group","258be3b0-f82a-400a-88a6-015ea863c6e5","RG-Excelsior_Accounting_Exec","S-1-5-21-414468895-1955670742-9522986-126057","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accountant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accountant","group","70c81871-a69a-49af-89da-d0a580ee5496","RG-Excelsior_Accountant","S-1-5-21-414468895-1955670742-9522986-126056","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_AQL_Inspector,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_AQL_Inspector","group","f9e29fee-f1d6-4c58-968c-7771bab59d3c","RU_EXC_AQL_Inspector","S-1-5-21-1423321487-3235797415-1610782679-7252","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Employee,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Employee","group","e61a0fcf-dc32-4294-9731-2840babe52a0","RU_EXC_Distribution_Employee","S-1-5-21-1423321487-3235797415-1610782679-7248","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Inspection_Lead,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Inspection_Lead","group","174b9ee9-4d0e-4fa5-babb-dec04a8706cf","RU_EXC_Inspection_Lead","S-1-5-21-1423321487-3235797415-1610782679-7245","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Mgmt","group","caad8816-614f-4b0e-8062-4203c46c698f","RU_EXC_Distribution_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7244","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Control,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Control","group","92ddb44e-bcee-4d7d-a326-b0b99ab26501","RU_EXC_Quality_Control","S-1-5-21-1423321487-3235797415-1610782679-7242","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Lead,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Lead","group","4c68d7a2-d1a5-4fcb-b520-4db89b6fbbb8","RU_EXC_Production_Lead","S-1-5-21-1423321487-3235797415-1610782679-7239","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Coordinator,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Coordinator","group","f641f102-be90-4fe8-b1ec-05635e399a51","RU_EXC_Production_Coordinator","S-1-5-21-1423321487-3235797415-1610782679-7237","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Engineer","group","757bc424-dc84-4d26-ae56-8c46abdf4654","RU_EXC_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7220","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accountant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accountant","group","8137432d-4e6c-44d5-93d7-a513156776d5","RU_EXC_Accountant","S-1-5-21-1423321487-3235797415-1610782679-7215","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accounting_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accounting_Exec","group","c426d3da-9545-4a78-908e-3fa26e1c7404","RU_EXC_Accounting_Exec","S-1-5-21-1423321487-3235797415-1610782679-7214","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Raw_Mat_Mgmt","group","ab204e5c-bb26-40de-b891-7f326637947e","RG-Excelsior_Raw_Mat_Mgmt","S-1-5-21-414468895-1955670742-9522986-126090","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Specialist","group","89723b35-6326-45fb-8c9f-8905c90a5340","RG-Excelsior_Quality_Specialist","S-1-5-21-414468895-1955670742-9522986-126089","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Exec","group","770d61ca-1898-4ccd-b03f-0033d548abb3","RG-Excelsior_Quality_Exec","S-1-5-21-414468895-1955670742-9522986-126088","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Specialist","group","f7b124b2-b11a-4008-8ed6-2dfdd43fe567","RU_EXC_Quality_Specialist","S-1-5-21-1423321487-3235797415-1610782679-7251","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Exec","group","9fc46669-e209-46e6-bc62-26e470fa8ef0","RU_EXC_Quality_Exec","S-1-5-21-1423321487-3235797415-1610782679-7241","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Raw_Mat_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Raw_Mat_Mgmt","group","b87e7340-17ca-4d19-91af-0c1a2f55bd87","RU_EXC_Raw_Mat_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7222","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Planner","group","e36f534b-14ae-4068-90d1-9d5057d82b5a","RG-Excelsior_Production_Planner","S-1-5-21-414468895-1955670742-9522986-126083","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Employee,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Employee","group","0b68ee60-3893-42c2-a439-1cb4206e941c","RG-Excelsior_Distribution_Employee","S-1-5-21-414468895-1955670742-9522986-126064","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Distribution_Mgmt","group","dfd948eb-c567-4c2b-99c8-213d6f28541b","RG-Excelsior_Distribution_Mgmt","S-1-5-21-414468895-1955670742-9522986-126065","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service","group","8246d0da-c907-4837-ac30-832da95a571a","RG-Excelsior_Customer_Service","S-1-5-21-414468895-1955670742-9522986-126061","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Admin_Assistant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Admin_Assistant","group","1d7aef41-8caf-40e8-ae16-d57d467f33c7","RG-Excelsior_Admin_Assistant","S-1-5-21-414468895-1955670742-9522986-126058","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Accountant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Accountant","group","70c81871-a69a-49af-89da-d0a580ee5496","RG-Excelsior_Accountant","S-1-5-21-414468895-1955670742-9522986-126056","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Admin_Assistant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Admin_Assistant","group","3b39273f-cc3f-4acf-9291-a6687fdee8c7","RU_EXC_Admin_Assistant","S-1-5-21-1423321487-3235797415-1610782679-7334","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Employee,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Employee","group","e61a0fcf-dc32-4294-9731-2840babe52a0","RU_EXC_Distribution_Employee","S-1-5-21-1423321487-3235797415-1610782679-7248","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Planner,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Planner","group","a1c5548c-52ae-4dad-8024-afd16ff4c342","RU_EXC_Production_Planner","S-1-5-21-1423321487-3235797415-1610782679-7247","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Customer_Service,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Customer_Service","group","b11cee51-4c52-40d4-a5a0-702a38194444","RU_EXC_Customer_Service","S-1-5-21-1423321487-3235797415-1610782679-7246","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Distribution_Mgmt,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Distribution_Mgmt","group","caad8816-614f-4b0e-8062-4203c46c698f","RU_EXC_Distribution_Mgmt","S-1-5-21-1423321487-3235797415-1610782679-7244","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Accountant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Accountant","group","8137432d-4e6c-44d5-93d7-a513156776d5","RU_EXC_Accountant","S-1-5-21-1423321487-3235797415-1610782679-7215","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Manager","group","13e59f44-9b93-4981-a99e-4d241bf42b9f","RG-Excelsior_Production_Manager","S-1-5-21-414468895-1955670742-9522986-126082","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Production_Coordinator,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Production_Coordinator","group","0f166631-6725-4f6c-8877-231226b0b957","RG-Excelsior_Production_Coordinator","S-1-5-21-414468895-1955670742-9522986-126080","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Engineer","group","9110df80-af53-45d3-8ecd-f8401d1f7f7d","RG-Excelsior_Quality_Engineer","S-1-5-21-414468895-1955670742-9522986-126087","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Customer_Service_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Customer_Service_Manager","group","be829d95-3a84-41e6-b330-b75cd373c453","RG-Excelsior_Customer_Service_Manager","S-1-5-21-414468895-1955670742-9522986-126062","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Manager,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Manager","group","558cbddf-64eb-474f-a795-c6488272492a","RU_EXC_Production_Manager","S-1-5-21-1423321487-3235797415-1610782679-7331","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Engineer,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Engineer","group","52ddc1c7-1eac-49d8-9546-1193b2e0bbf3","RU_EXC_Quality_Engineer","S-1-5-21-1423321487-3235797415-1610782679-7250","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Production_Coordinator,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Production_Coordinator","group","f641f102-be90-4fe8-b1ec-05635e399a51","RU_EXC_Production_Coordinator","S-1-5-21-1423321487-3235797415-1610782679-7237","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_IT_Admin,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_IT_Admin","group","5f8e3a7c-5d63-4a74-9401-26498015a0f9","RG-Excelsior_IT_Admin","S-1-5-21-414468895-1955670742-9522986-126073","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Specialist","group","89723b35-6326-45fb-8c9f-8905c90a5340","RG-Excelsior_Quality_Specialist","S-1-5-21-414468895-1955670742-9522986-126089","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Quality_Exec","group","770d61ca-1898-4ccd-b03f-0033d548abb3","RG-Excelsior_Quality_Exec","S-1-5-21-414468895-1955670742-9522986-126088","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Admin_Assistant,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Admin_Assistant","group","1d7aef41-8caf-40e8-ae16-d57d467f33c7","RG-Excelsior_Admin_Assistant","S-1-5-21-414468895-1955670742-9522986-126058","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Admin_Assistant,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Admin_Assistant","group","3b39273f-cc3f-4acf-9291-a6687fdee8c7","RU_EXC_Admin_Assistant","S-1-5-21-1423321487-3235797415-1610782679-7334","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Specialist,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Specialist","group","f7b124b2-b11a-4008-8ed6-2dfdd43fe567","RU_EXC_Quality_Specialist","S-1-5-21-1423321487-3235797415-1610782679-7251","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Quality_Exec,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Quality_Exec","group","9fc46669-e209-46e6-bc62-26e470fa8ef0","RU_EXC_Quality_Exec","S-1-5-21-1423321487-3235797415-1610782679-7241","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Parametric_Filling_Lead,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Parametric_Filling_Lead","group","a38b3628-f438-43b1-9347-32df936dc619","RG-Excelsior_Parametric_Filling_Lead","S-1-5-21-414468895-1955670742-9522986-102483","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Parametric_Technician,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Parametric_Technician","group","fa67d6b2-a54e-42db-86fb-675ecf2d4218","RG-Excelsior_Parametric_Technician","S-1-5-21-414468895-1955670742-9522986-126078","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Filling_Supervisor,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Filling_Supervisor","group","d5a79a26-aa15-4778-a4a5-50a2e6e92f44","RG-Excelsior_Filling_Supervisor","S-1-5-21-414468895-1955670742-9522986-126070","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Filling_Manager,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Filling_Manager","group","bbbbf4e3-0f3b-4f54-8949-2643a4c9614a","RG-Excelsior_Filling_Manager","S-1-5-21-414468895-1955670742-9522986-126069","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Engineer,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Engineer","group","75c0b04e-26d1-4701-98f9-3635c48634d4","RG-Excelsior_Engineer","S-1-5-21-414468895-1955670742-9522986-126066","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RG-Excelsior_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=medline,DC=com","RG-Excelsior_Executive_VP","group","9d506792-0424-4c40-a6e8-e7bacd475f60","RG-Excelsior_Executive_VP","S-1-5-21-414468895-1955670742-9522986-126067","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Executive_VP,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Executive_VP","group","dde7f05d-45b7-4bd9-9d6c-a2007c0dfe4d","RU_EXC_Executive_VP","S-1-5-21-1423321487-3235797415-1610782679-8462","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Parametric_Technician,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Parametric_Technician","group","285daeed-3778-409e-8872-92c300dc7133","RU_EXC_Parametric_Technician","S-1-5-21-1423321487-3235797415-1610782679-7235","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
"CN=RU_EXC_Filling_Supervisor,OU=Role,OU=Groups,OU=Special,DC=excelsior,DC=local","RU_EXC_Filling_Supervisor","group","2788ca41-1522-4b63-83aa-afb8d419b21a","RU_EXC_Filling_Supervisor","S-1-5-21-1423321487-3235797415-1610782679-7232","System.Collections.Generic.SortedDictionary`2+KeyCollection[System.String,Microsoft.ActiveDirectory.Management.ADPropertyValueCollection]","6"
